,Description,Category,SubCategory1,SubCategory2,SubCategory3
999,Is it possible to get rid of the waste and paint on the square?,Waste,Chemical waste,Chemical waste,Chemical waste
1000,"There is waste on the square near the Regentesselaan, but is it possible to get it back as soon as possible?",Waste,Chemical waste,Chemical waste,Chemical waste
1001,"There was a bulky waste appointment made by a fellow resident, now the waste has been collected, but there is a toilet bowl and two buckets of paint in the house.",Waste,Chemical waste,Chemical waste,Chemical waste
1002,This is the best Frying pan I've seen.,Waste,Chemical waste,Chemical waste,Chemical waste
1003,This beats everything I've seen.,Waste,Chemical waste,Chemical waste,Chemical waste
1004,There is a danger on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1005,Can the gas bottle be removed quickly?,Waste,Chemical waste,Chemical waste,Chemical waste
1006,There is a dangerous object on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1007,A gas bottle is on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1008,There is a gas bottle on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1009,Bab was at the store before the weekend.,Waste,Chemical waste,Chemical waste,Chemical waste
1010,Bab was already at the store before the weekend.,Waste,Chemical waste,Chemical waste,Chemical waste
1011,Bab was there before the weekend with all of the Martin and cans of paint.,Waste,Chemical waste,Chemical waste,Chemical waste
1012,Bab was already there before the weekend.,Waste,Chemical waste,Chemical waste,Chemical waste
1013,There are two large paint cans next to the ORACs.,Waste,Chemical waste,Chemical waste,Chemical waste
1014,There are two large paint cans near the ORACs.,Waste,Chemical waste,Chemical waste,Chemical waste
1015,There are 2 large paint cans next to the ORACs.,Waste,Chemical waste,Chemical waste,Chemical waste
1016,There are paint cans next to the ORACs.,Waste,Chemical waste,Chemical waste,Chemical waste
1017,There are two large paint cans next to the ORACs according to the detector.,Waste,Chemical waste,Chemical waste,Chemical waste
1018,There is a jerry can.,Waste,Chemical waste,Chemical waste,Chemical waste
1019,There is a jerry can outside.,Waste,Chemical waste,Chemical waste,Chemical waste
1020,There is a jerry can outdoors.,Waste,Chemical waste,Chemical waste,Chemical waste
1021,There is a jerry can near the gas station.,Waste,Chemical waste,Chemical waste,Chemical waste
1022,The Esso has a jerry can.,Waste,Chemical waste,Chemical waste,Chemical waste
1023,"Hekkenlaan, at nr 63 frying fat is put in the sewer by a resident.",Waste,Chemical waste,Chemical waste,Chemical waste
1024,There is a large gas bottle in the square.,Waste,Chemical waste,Chemical waste,Chemical waste
1025,A large gas bottle is in the square.,Waste,Chemical waste,Chemical waste,Chemical waste
1026,Please remove buckets with paint next to the orac's.,Waste,Chemical waste,Chemical waste,Chemical waste
1027,There are buckets with paint next to the orac's that should be taken away.,Waste,Chemical waste,Chemical waste,Chemical waste
1028,There are buckets with paint next to the orac's.,Waste,Chemical waste,Chemical waste,Chemical waste
1029,There are buckets with paint next to the orac's that need to be removed.,Waste,Chemical waste,Chemical waste,Chemical waste
1030,The garage is located at no.106.,Waste,Chemical waste,Chemical waste,Chemical waste
1031,Chemical waste was dumped by garage akpinar.,Waste,Chemical waste,Chemical waste,Chemical waste
1032,There is a garage located at no.106.,Waste,Chemical waste,Chemical waste,Chemical waste
1033,Chemical waste was dumped in the garage at no.106.,Waste,Chemical waste,Chemical waste,Chemical waste
1034,There are buckets of paint on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1035,The public road has buckets of paint on it.,Waste,Chemical waste,Chemical waste,Chemical waste
1036,Several buckets of paint were put on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1037,The orac is next to the paint.,Waste,Chemical waste,Chemical waste,Chemical waste
1038,Paint next to something.,Waste,Chemical waste,Chemical waste,Chemical waste
1039,There is a painting next to orac.,Waste,Chemical waste,Chemical waste,Chemical waste
1040,There is a paint brush next to the orac.,Waste,Chemical waste,Chemical waste,Chemical waste
1041,"Next to orac, paint.",Waste,Chemical waste,Chemical waste,Chemical waste
1042,There were small grains on the street after work was done on the roof.,Waste,Chemical waste,Chemical waste,Chemical waste
1043,"The sidewalk and parking lot are mirror-smooth after the rain, but there are still small grains on the street.",Waste,Chemical waste,Chemical waste,Chemical waste
1044,There is a blue barrel with grease in it for a long time and it has a locked lid.,Waste,Chemical waste,Chemical waste,Chemical waste
1045,"According to residents, this one of the departed owner of a restaurant on Frederickstraat, please have it removed.",Waste,Chemical waste,Chemical waste,Chemical waste
1046,There is a blue barrel with grease in it for a long time and it has a lockable lid.,Waste,Chemical waste,Chemical waste,Chemical waste
1047,"Garbage bags are placed around it, which are eventually placed in the container, but glass and glue are still there.",Waste,Chemical waste,Chemical waste,Chemical waste
1048,"There is glass and glue around the containers. Garbage bags are placed around it, which are eventually placed in the container.",Waste,Chemical waste,Chemical waste,Chemical waste
1049,The street has glass on it.,Waste,Chemical waste,Chemical waste,Chemical waste
1050,There is something on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1051,There is glass outside.,Waste,Chemical waste,Chemical waste,Chemical waste
1052,"A man has an oil tank in his neighbor's garage, but he doesn't want it to catch fire.",Waste,Chemical waste,Chemical waste,Chemical waste
1053,A man has an oil tank in his neighbor's garage because he is afraid of a fire.,Waste,Chemical waste,Chemical waste,Chemical waste
1054,There are cans of used motor oil in the street boxes.,Waste,Chemical waste,Chemical waste,Chemical waste
1055,Cans of used motor oil can be found at the environmental street boxes.,Waste,Chemical waste,Chemical waste,Chemical waste
1056,There is a bag full of waste on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1057,There is a bag full of electricity waste.,Waste,Chemical waste,Chemical waste,Chemical waste
1058,Is it possible that the broken bucket of paint will be cleaned up?,Waste,Chemical waste,Chemical waste,Chemical waste
1059,"There is a broken bucket of paint on the Loosduinseweg, is it possible that it will be cleaned up?",Waste,Chemical waste,Chemical waste,Chemical waste
1060,The bread container has graffiti on it.,Waste,Chemical waste,Chemical waste,Chemical waste
1061,There is graffiti on the bread container.,Waste,Chemical waste,Chemical waste,Chemical waste
1062,"Chemical waste, paint remnants, masking tape, probably from a nearby car paint shop.",Waste,Chemical waste,Chemical waste,Chemical waste
1063,Mr. Amiot and his neighbors had bulky waste appointments on the same day.,Waste,Chemical waste,Chemical waste,Chemical waste
1064,"On January 7, Mr. Amiot had a bulky waste appointment.",Waste,Chemical waste,Chemical waste,Chemical waste
1065,Mr. Amiot had a bulky waste appointment on January 7.,Waste,Chemical waste,Chemical waste,Chemical waste
1066,A bucket of paint or whitewash,Waste,Chemical waste,Chemical waste,Chemical waste
1067,There is a battery at the tree.,Waste,Chemical waste,Chemical waste,Chemical waste
1068,The tree has a battery at it.,Waste,Chemical waste,Chemical waste,Chemical waste
1069,"There was a report of spilled paint in October, but nothing has happened.",Waste,Chemical waste,Chemical waste,Chemical waste
1070,"There was a report of spilled paint in October, but nothing has been done.",Waste,Chemical waste,Chemical waste,Chemical waste
1071,There is a bucket next to orac.,Waste,Chemical waste,Chemical waste,Chemical waste
1072,Next to orac is a bucket of whitewash.,Waste,Chemical waste,Chemical waste,Chemical waste
1073,There is a bucket near orac.,Waste,Chemical waste,Chemical waste,Chemical waste
1074,There was chemical waste near a tree.,Waste,Chemical waste,Chemical waste,Chemical waste
1075,The chemical waste was deposited near a tree.,Waste,Chemical waste,Chemical waste,Chemical waste
1076,There are buckets on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1077,There are buckets on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1078,No name has already been reported.,Waste,Chemical waste,Chemical waste,Chemical waste
1079,No name has been reported 3x.,Waste,Chemical waste,Chemical waste,Chemical waste
1080,No name has been reported yet.,Waste,Chemical waste,Chemical waste,Chemical waste
1081,"It has been there for 2 weeks, please remove it.",Waste,Chemical waste,Chemical waste,Chemical waste
1082,"The bucket has been there for 2 weeks, please remove it.",Waste,Chemical waste,Chemical waste,Chemical waste
1083,There is a bucket that has been there for 2 weeks.,Waste,Chemical waste,Chemical waste,Chemical waste
1084,There is a gas cylinder on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1085,"There is a gas cylinder on the street, but it is not clear if it is still filled or not.",Waste,Chemical waste,Chemical waste,Chemical waste
1086,"There is a gas cylinder on the street, but it is not certain if it is still filled or not.",Waste,Chemical waste,Chemical waste,Chemical waste
1087,It is not clear if the gas cylinder is still filled or not.,Waste,Chemical waste,Chemical waste,Chemical waste
1088,A car drove through the paint falling on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1089,A car drove through the street as paint fell on it.,Waste,Chemical waste,Chemical waste,Chemical waste
1090,There is a lot of glass on the curb.,Waste,Chemical waste,Chemical waste,Chemical waste
1091,There is a large amount of glass on the curb.,Waste,Chemical waste,Chemical waste,Chemical waste
1092,There is a lot of glass on the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1093,There is a lot of glass on the sidewalk.,Waste,Chemical waste,Chemical waste,Chemical waste
1094,He really liked it and wants the congregation to go there to take a good look at the situation.,Waste,Chemical waste,Chemical waste,Chemical waste
1095,He wants the congregation to take a good look at the situation because the river is purple and pink.,Waste,Chemical waste,Chemical waste,Chemical waste
1096,"The river is purple and pink, just like paint is in the water, according to the customer.",Waste,Chemical waste,Chemical waste,Chemical waste
1097,There is a chemical waste on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1098,The road has a chemical waste coolant on it.,Waste,Chemical waste,Chemical waste,Chemical waste
1099,There is a waste coolant on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1100,There is a car on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1101,There is a vehicle on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1102,There is a car wreck on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1103,There is a collision on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1104,There is a car accident on the road.,Waste,Chemical waste,Chemical waste,Chemical waste
1105,The pan has oil in it.,Waste,Chemical waste,Chemical waste,Chemical waste
1106,Frying pan with oil.,Waste,Chemical waste,Chemical waste,Chemical waste
1107,There is a frying pan with oil.,Waste,Chemical waste,Chemical waste,Chemical waste
1108,A pan with oil.,Waste,Chemical waste,Chemical waste,Chemical waste
1109,A frying pan has oil in it.,Waste,Chemical waste,Chemical waste,Chemical waste
1110,There are two olikans in the street.,Waste,Chemical waste,Chemical waste,Chemical waste
1111,On the rossienilaan there are 2 olikans.,Waste,Chemical waste,Chemical waste,Chemical waste
1112,On the rossienilaan there are two olikans.,Waste,Chemical waste,Chemical waste,Chemical waste
1113,The rossienilaan has 2 olikans in it.,Waste,Chemical waste,Chemical waste,Chemical waste
1114,Car tires and small chemical waste are dumped.,Waste,Chemical waste,Chemical waste,Chemical waste
1115,Small chemical waste and car tires are dumped.,Waste,Chemical waste,Chemical waste,Chemical waste
